epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
91,12174.3,0.59684,0.3752,1.04536,0.96468,0.93583,0.9679,0.81433,0.67588,0.37949,1.02595,1.09e-05,1.09e-05,1.09e-05
92,12306,0.58272,0.3407,1.0328,0.96387,0.936,0.9677,0.81452,0.67514,0.37932,1.02541,9.91e-06,9.91e-06,9.91e-06
93,12437.7,0.57096,0.33182,1.02368,0.9637,0.93618,0.96771,0.81495,0.67464,0.37923,1.02497,8.92e-06,8.92e-06,8.92e-06
94,12569.5,0.5717,0.33535,1.02628,0.96266,0.93675,0.96784,0.81505,0.67395,0.3786,1.02432,7.93e-06,7.93e-06,7.93e-06
95,12701.1,0.5676,0.32741,1.02265,0.96201,0.9369,0.96785,0.8151,0.67339,0.37829,1.0239,6.94e-06,6.94e-06,6.94e-06
96,12832.5,0.56326,0.32374,1.02204,0.96312,0.9358,0.96758,0.81501,0.67294,0.37807,1.02355,5.95e-06,5.95e-06,5.95e-06
97,12963.8,0.55921,0.31964,1.01636,0.96336,0.93594,0.96744,0.81505,0.67243,0.37821,1.02318,4.96e-06,4.96e-06,4.96e-06
98,13095.3,0.5555,0.31722,1.01666,0.96173,0.9367,0.96734,0.81532,0.67185,0.37788,1.02276,3.97e-06,3.97e-06,3.97e-06
99,13227,0.55695,0.33157,1.02049,0.96035,0.93773,0.96739,0.8153,0.67134,0.37762,1.0224,2.98e-06,2.98e-06,2.98e-06
100,13358.6,0.55783,0.32539,1.0152,0.96006,0.93832,0.96732,0.81511,0.67084,0.37744,1.02193,1.99e-06,1.99e-06,1.99e-06
